part_id,country,part_age_group,part_adult_child,part_ethnicity,part_ses,day_week,large_n,add_u18_work,add_18_64_work,add_65_work,add_u18_school,add_18_64_school,add_65_school,add_u18_other,add_18_64_other,add_65_other
1231,UK,40-44,Adult,White,2,weekday,1,0,0,0,0,0,0,0,1,0
1232,UK,60-64,Adult,White,3,weekend,0,0,0,0,0,0,0,0,0,0
1233,UK,70-74,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1234,UK,35-39,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1235,UK,65-69,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1236,UK,50-54,Adult,White,6,weekday,0,0,0,0,0,0,0,0,0,0
1237,UK,40-44,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1238,UK,50-54,Adult,White,6,weekday,0,0,0,0,0,0,0,0,0,0
1239,UK,50-54,Adult,White,1,weekend,0,0,0,0,0,0,0,0,0,0
1240,UK,40-44,Adult,White,3,weekend,0,0,0,0,0,0,0,0,0,0
1242,UK,45-49,Adult,Black,2,weekday,145,0,0,0,40,100,5,0,0,0
1243,UK,55-59,Adult,White,2,weekend,0,0,0,0,0,0,0,0,0,0
1244,UK,50-54,Adult,Asian,1,weekend,0,0,0,0,0,0,0,0,0,0
1245,UK,15-19,Adult,Asian,Student,weekday,0,0,0,0,0,0,0,0,0,0
1246,UK,40-44,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1247,UK,40-44,Adult,White,7,weekday,0,0,0,0,0,0,0,0,0,0
1248,UK,20-24,Adult,White,3,weekday,0,0,0,0,0,0,0,0,0,0
1249,UK,50-54,Adult,White,3,weekend,0,0,0,0,0,0,0,0,0,0
1250,UK,65-69,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1251,UK,55-59,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1253,UK,65-69,Adult,White,2,weekday,1,0,0,0,0,0,0,0,0,1
1254,UK,25-29,Adult,White,1,weekday,0,0,0,0,0,0,0,0,0,0
1255,UK,65-69,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1256,UK,55-59,Adult,White,2,weekend,0,0,0,0,0,0,0,0,0,0
1257,UK,45-49,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1258,UK,30-34,Adult,Black,3,weekday,0,0,0,0,0,0,0,0,0,0
1259,UK,65-69,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1260,UK,45-49,Adult,White,5,weekend,0,0,0,0,0,0,0,0,0,0
1261,UK,35-39,Adult,White,2,weekday,2,0,0,0,0,0,0,0,2,0
1262,UK,55-59,Adult,White,3,weekend,0,0,0,0,0,0,0,0,0,0
1264,UK,50-54,Adult,White,1,weekend,0,0,0,0,0,0,0,0,0,0
1265,UK,40-44,Adult,White,6,weekend,0,0,0,0,0,0,0,0,0,0
1266,UK,50-54,Adult,White,1,weekday,0,0,0,0,0,0,0,0,0,0
1267,UK,45-49,Adult,White,3,weekday,0,0,0,0,0,0,0,0,0,0
1268,UK,65-69,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1269,UK,30-34,Adult,White,2,weekend,2,0,0,0,0,0,0,0,2,0
1270,UK,50-54,Adult,White,3,weekday,0,0,0,0,0,0,0,0,0,0
1271,UK,40-44,Adult,White,1,weekday,0,0,0,0,0,0,0,0,0,0
1272,UK,30-34,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1273,UK,65-69,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1275,UK,45-49,Adult,White,1,weekday,1,0,0,0,0,0,0,0,1,0
1276,UK,50-54,Adult,Mixed,2,weekend,0,0,0,0,0,0,0,0,0,0
1277,UK,25-29,Adult,White,1,weekday,6,0,0,0,0,0,0,0,6,0
1278,UK,40-44,Adult,White,Unemployed,weekend,0,0,0,0,0,0,0,0,0,0
1279,UK,70-74,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1280,UK,60-64,Adult,White,7,weekend,3,0,0,0,0,0,0,1,1,1
1281,UK,55-59,Adult,Asian,1,weekend,0,0,0,0,0,0,0,0,0,0
1282,UK,30-34,Adult,White,2,weekday,3,0,0,0,0,0,0,0,3,0
1283,UK,50-54,Adult,Asian,3,weekday,0,0,0,0,0,0,0,0,0,0
1284,UK,65-69,Adult,White,Retired,weekend,6,0,0,0,0,0,0,2,3,1
1286,UK,45-49,Adult,Asian,1,weekday,0,0,0,0,0,0,0,0,0,0
1287,UK,60-64,Adult,White,3,weekday,0,0,0,0,0,0,0,0,0,0
1288,UK,45-49,Adult,White,3,weekday,0,0,0,0,0,0,0,0,0,0
1289,UK,20-24,Adult,White,Unemployed,weekend,0,0,0,0,0,0,0,0,0,0
1290,UK,45-49,Adult,Black,1,weekday,0,0,0,0,0,0,0,0,0,0
1291,UK,45-49,Adult,White,1,weekday,4,0,0,0,0,0,0,1,3,0
1292,UK,65-69,Adult,White,Retired,weekday,1,0,0,0,0,0,0,0,1,0
1293,UK,70-74,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1294,UK,55-59,Adult,White,3,weekday,0,0,0,0,0,0,0,0,0,0
1295,UK,55-59,Adult,White,5,weekday,2,0,0,0,0,0,0,0,2,0
1297,UK,55-59,Adult,White,1,weekend,1,0,0,0,0,0,0,0,1,0
1298,UK,70-74,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1299,UK,70-74,Adult,White,Retired,weekday,3,0,0,0,0,0,0,1,1,1
1300,UK,65-69,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1301,UK,70-74,Adult,White,4,weekend,0,0,0,0,0,0,0,0,0,0
1302,UK,55-59,Adult,White,5,weekday,0,0,0,0,0,0,0,0,0,0
1303,UK,45-49,Adult,White,6,weekend,1,0,0,0,0,0,0,0,1,0
1304,UK,75+,Adult,White,Retired,weekend,1,0,0,0,0,0,0,1,0,0
1305,UK,50-54,Adult,White,Unemployed,weekend,0,0,0,0,0,0,0,0,0,0
1306,UK,45-49,Adult,White,1,weekend,0,0,0,0,0,0,0,0,0,0
1308,UK,45-49,Adult,White,3,weekend,0,0,0,0,0,0,0,0,0,0
1309,UK,50-54,Adult,White,3,weekend,0,0,0,0,0,0,0,0,0,0
1310,UK,65-69,Adult,White,5,weekend,0,0,0,0,0,0,0,0,0,0
1311,UK,15-19,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1312,UK,20-24,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1313,UK,60-64,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1314,UK,55-59,Adult,Asian,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1315,UK,35-39,Adult,Asian,2,weekday,0,0,0,0,0,0,0,0,0,0
1316,UK,55-59,Adult,White,1,weekday,0,0,0,0,0,0,0,0,0,0
1317,UK,50-54,Adult,White,2,weekday,2,0,0,0,0,0,0,1,1,0
1319,UK,60-64,Adult,White,Unemployed,weekend,11,0,0,0,0,0,0,0,10,1
1320,UK,75+,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1321,UK,50-54,Adult,White,2,weekday,1,0,0,0,0,0,0,0,1,0
1322,UK,60-64,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1323,UK,55-59,Adult,Mixed,1,weekend,0,0,0,0,0,0,0,0,0,0
1324,UK,50-54,Adult,White,6,weekend,0,0,0,0,0,0,0,0,0,0
1325,UK,60-64,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1326,UK,20-24,Adult,White,2,weekday,5,0,0,0,0,0,0,1,4,0
1327,UK,60-64,Adult,Mixed,Unknown,weekday,1,0,0,0,0,0,0,0,1,0
1328,UK,45-49,Adult,White,3,weekday,0,0,0,0,0,0,0,0,0,0
1330,UK,70-74,Adult,White,7,weekend,0,0,0,0,0,0,0,0,0,0
1331,UK,60-64,Adult,White,Student,weekday,0,0,0,0,0,0,0,0,0,0
1332,UK,60-64,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1333,UK,45-49,Adult,White,3,weekday,5,0,0,0,0,0,0,1,4,0
1334,UK,50-54,Adult,Black,3,weekend,0,0,0,0,0,0,0,0,0,0
1335,UK,50-54,Adult,White,2,weekend,0,0,0,0,0,0,0,0,0,0
1336,UK,70-74,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1337,UK,55-59,Adult,White,1,weekday,2,0,0,0,0,0,0,0,2,0
1338,UK,65-69,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1339,UK,75+,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1341,UK,45-49,Adult,White,3,weekday,0,0,0,0,0,0,0,0,0,0
1342,UK,60-64,Adult,White,1,weekend,32,0,0,0,0,0,0,0,20,12
1343,UK,55-59,Adult,White,Unemployed,weekend,0,0,0,0,0,0,0,0,0,0
1344,UK,55-59,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1345,UK,60-64,Adult,White,1,weekend,0,0,0,0,0,0,0,0,0,0
1346,UK,55-59,Adult,White,2,weekend,0,0,0,0,0,0,0,0,0,0
1347,UK,65-69,Adult,White,7,weekend,0,0,0,0,0,0,0,0,0,0
1348,UK,65-69,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1349,UK,50-54,Adult,Asian,Unemployed,weekend,0,0,0,0,0,0,0,0,0,0
1350,UK,60-64,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1352,UK,65-69,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1353,UK,50-54,Adult,White,2,weekend,0,0,0,0,0,0,0,0,0,0
1354,UK,55-59,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1355,UK,50-54,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1356,UK,45-49,Adult,White,2,weekend,0,0,0,0,0,0,0,0,0,0
1357,UK,65-69,Adult,White,3,weekday,0,0,0,0,0,0,0,0,0,0
1358,UK,50-54,Adult,White,Unemployed,weekend,0,0,0,0,0,0,0,0,0,0
1359,UK,20-24,Adult,White,6,weekday,3,0,0,0,0,0,0,2,1,0
1360,UK,50-54,Adult,Mixed,1,weekday,0,0,0,0,0,0,0,0,0,0
1361,UK,65-69,Adult,White,Retired,weekend,2,0,0,0,0,0,0,1,1,0
1363,UK,65-69,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1364,UK,55-59,Adult,White,Unknown,weekend,0,0,0,0,0,0,0,0,0,0
1365,UK,75+,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1366,UK,45-49,Adult,White,4,weekday,0,0,0,0,0,0,0,0,0,0
1367,UK,70-74,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1368,UK,45-49,Adult,White,6,weekday,0,0,0,0,0,0,0,0,0,0
1369,UK,65-69,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1370,UK,75+,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1371,UK,70-74,Adult,White,2,weekend,0,0,0,0,0,0,0,0,0,0
1372,UK,65-69,Adult,White,Unemployed,weekend,0,0,0,0,0,0,0,0,0,0
1374,UK,60-64,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1375,UK,55-59,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1376,UK,45-49,Adult,White,Unemployed,weekend,0,0,0,0,0,0,0,0,0,0
1377,UK,60-64,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1378,UK,60-64,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1379,UK,50-54,Adult,Black,5,weekday,0,0,0,0,0,0,0,0,0,0
1380,UK,70-74,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1381,UK,60-64,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1382,UK,60-64,Adult,White,1,weekday,2,0,0,0,0,0,0,1,1,0
1383,UK,65-69,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1385,UK,60-64,Adult,White,2,weekday,8,0,0,0,0,0,0,8,0,0
1386,UK,60-64,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1387,UK,60-64,Adult,White,3,weekday,0,0,0,0,0,0,0,0,0,0
1388,UK,55-59,Adult,White,4,weekday,0,0,0,0,0,0,0,0,0,0
1389,UK,55-59,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1390,UK,20-24,Adult,White,7,weekday,2,0,0,0,0,0,0,0,2,0
1391,UK,60-64,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1392,UK,55-59,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1393,UK,60-64,Adult,White,7,weekday,0,0,0,0,0,0,0,0,0,0
1394,UK,65-69,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1396,UK,55-59,Adult,Asian,1,weekday,5,0,0,0,0,0,0,2,2,1
1397,UK,65-69,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1398,UK,55-59,Adult,White,2,weekend,1,0,0,0,0,0,0,0,0,1
1399,UK,55-59,Adult,White,Unknown,weekend,0,0,0,0,0,0,0,0,0,0
1400,UK,70-74,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1401,UK,65-69,Adult,White,7,weekend,23,0,0,0,0,0,0,0,20,3
1402,UK,55-59,Adult,White,1,weekend,0,0,0,0,0,0,0,0,0,0
1403,UK,55-59,Adult,White,3,weekday,11,0,0,0,0,0,0,0,11,0
1404,UK,55-59,Adult,White,Unemployed,weekend,0,0,0,0,0,0,0,0,0,0
1405,UK,75+,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1407,UK,55-59,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1408,UK,60-64,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1409,UK,70-74,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1410,UK,55-59,Adult,White,2,weekday,2,0,0,0,0,0,0,0,2,0
1411,UK,65-69,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1412,UK,70-74,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1413,UK,70-74,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1414,UK,65-69,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1415,UK,70-74,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1416,UK,65-69,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1418,UK,65-69,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1419,UK,65-69,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1420,UK,65-69,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1421,UK,65-69,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1422,UK,65-69,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1423,UK,20-24,Adult,White,1,weekend,0,0,0,0,0,0,0,0,0,0
1424,UK,70-74,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1475,UK,40-44,Adult,White,Unemployed,weekday,1,0,0,0,0,0,0,1,0,0
1476,UK,35-39,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1477,UK,30-34,Adult,Asian,6,weekend,3,0,0,0,0,0,0,1,2,0
1478,UK,20-24,Adult,White,6,weekday,0,0,0,0,0,0,0,0,0,0
1479,UK,65-69,Adult,White,7,weekday,0,0,0,0,0,0,0,0,0,0
1480,UK,55-59,Adult,White,3,weekday,0,0,0,0,0,0,0,0,0,0
1481,UK,40-44,Adult,White,Unemployed,weekday,60,0,0,0,0,0,0,20,30,10
1482,UK,30-34,Adult,White,3,weekend,0,0,0,0,0,0,0,0,0,0
1483,UK,30-34,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1485,UK,75+,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1486,UK,75+,Adult,White,Unemployed,weekend,13,0,0,0,0,0,0,2,10,1
1487,UK,65-69,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1488,UK,55-59,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1489,UK,30-34,Adult,White,3,weekday,0,0,0,0,0,0,0,0,0,0
1490,UK,60-64,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1491,UK,55-59,Adult,White,2,weekend,0,0,0,0,0,0,0,0,0,0
1492,UK,55-59,Adult,White,5,weekday,150,0,0,0,0,0,0,0,100,50
1493,UK,65-69,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1494,UK,30-34,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1496,UK,50-54,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1497,UK,55-59,Adult,White,2,weekend,0,0,0,0,0,0,0,0,0,0
1498,UK,35-39,Adult,Black,3,weekday,1,0,0,0,0,0,0,0,1,0
1499,UK,25-29,Adult,Asian,3,weekday,0,0,0,0,0,0,0,0,0,0
1500,UK,20-24,Adult,White,3,weekday,7,0,0,0,0,0,0,2,5,0
1501,UK,20-24,Adult,White,Student,weekend,12,0,0,0,0,0,0,0,10,2
1502,UK,25-29,Adult,Asian,1,weekday,0,0,0,0,0,0,0,0,0,0
1503,UK,30-34,Adult,White,2,weekend,0,0,0,0,0,0,0,0,0,0
1504,UK,30-34,Adult,White,1,weekend,0,0,0,0,0,0,0,0,0,0
1505,UK,45-49,Adult,Asian,2,weekday,0,0,0,0,0,0,0,0,0,0
1507,UK,35-39,Adult,White,1,weekend,20,0,0,0,0,0,0,5,10,5
1508,UK,70-74,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1509,UK,45-49,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1510,UK,65-69,Adult,White,Unknown,weekend,0,0,0,0,0,0,0,0,0,0
1511,UK,60-64,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1512,UK,30-34,Adult,Asian,Unemployed,weekend,0,0,0,0,0,0,0,0,0,0
1513,UK,50-54,Adult,White,1,weekday,0,0,0,0,0,0,0,0,0,0
1514,UK,40-44,Adult,Black,2,weekday,1,0,0,0,0,0,0,0,0,1
1515,UK,60-64,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1516,UK,25-29,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1518,UK,15-19,Adult,Asian,Student,weekday,0,0,0,0,0,0,0,0,0,0
1519,UK,20-24,Adult,White,4,weekend,0,0,0,0,0,0,0,0,0,0
1520,UK,30-34,Adult,White,1,weekday,0,0,0,0,0,0,0,0,0,0
1521,UK,20-24,Adult,White,Unknown,weekday,7,0,0,0,0,0,0,2,5,0
1522,UK,40-44,Adult,White,2,weekend,0,0,0,0,0,0,0,0,0,0
1523,UK,70-74,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1524,UK,45-49,Adult,Asian,6,weekday,0,0,0,0,0,0,0,0,0,0
1525,UK,35-39,Adult,White,3,weekday,1,0,0,0,0,0,0,0,1,0
1526,UK,30-34,Adult,Black,6,weekend,0,0,0,0,0,0,0,0,0,0
1527,UK,40-44,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1529,UK,45-49,Adult,White,7,weekend,1,0,0,0,0,0,0,0,1,0
1530,UK,30-34,Adult,White,1,weekday,0,0,0,0,0,0,0,0,0,0
1531,UK,30-34,Adult,White,7,weekday,1,0,0,0,0,0,0,0,1,0
1532,UK,25-29,Adult,Black,1,weekday,7,0,0,0,0,0,0,0,6,1
1533,UK,35-39,Adult,White,7,weekday,0,0,0,0,0,0,0,0,0,0
1534,UK,60-64,Adult,White,3,weekday,0,0,0,0,0,0,0,0,0,0
1535,UK,60-64,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1536,UK,30-34,Adult,White,Unknown,weekday,0,0,0,0,0,0,0,0,0,0
1537,UK,25-29,Adult,Asian,1,weekday,0,0,0,0,0,0,0,0,0,0
1538,UK,35-39,Adult,White,6,weekday,0,0,0,0,0,0,0,0,0,0
1540,UK,45-49,Adult,White,5,weekday,4,0,0,0,0,0,0,2,1,1
1541,UK,25-29,Adult,Asian,2,weekday,2,0,0,0,0,0,0,0,2,0
1542,UK,35-39,Adult,White,2,weekday,20,0,0,0,0,0,0,5,15,0
1543,UK,30-34,Adult,White,1,weekend,0,0,0,0,0,0,0,0,0,0
1544,UK,25-29,Adult,Mixed,1,weekday,1,0,0,0,0,0,0,1,0,0
1545,UK,20-24,Adult,White,Unemployed,weekend,2,0,0,0,0,0,0,0,2,0
1546,UK,45-49,Adult,Asian,1,weekend,0,0,0,0,0,0,0,0,0,0
1547,UK,50-54,Adult,White,3,weekend,0,0,0,0,0,0,0,0,0,0
1548,UK,35-39,Adult,Black,1,weekday,0,0,0,0,0,0,0,0,0,0
1549,UK,20-24,Adult,Mixed,3,weekday,0,0,0,0,0,0,0,0,0,0
1551,UK,40-44,Adult,White,2,weekday,1,0,0,0,0,0,0,0,1,0
1552,UK,35-39,Adult,White,4,weekday,4,0,0,0,0,0,0,0,4,0
1553,UK,40-44,Adult,White,3,weekday,4,0,0,0,0,0,0,2,1,1
1554,UK,15-19,Adult,White,Student,weekday,4,0,0,0,0,0,0,0,4,0
1555,UK,45-49,Adult,Black,3,weekday,120,0,0,0,0,0,0,7,60,53
1556,UK,45-49,Adult,Asian,2,weekday,0,0,0,0,0,0,0,0,0,0
1557,UK,30-34,Adult,Black,1,weekday,14,0,0,0,0,0,0,4,8,2
1558,UK,40-44,Adult,White,2,weekend,0,0,0,0,0,0,0,0,0,0
1559,UK,40-44,Adult,Black,6,weekday,0,0,0,0,0,0,0,0,0,0
1560,UK,25-29,Adult,White,7,weekday,0,0,0,0,0,0,0,0,0,0
1562,UK,25-29,Adult,White,2,weekday,8,1,3,0,0,0,0,1,3,0
1563,UK,45-49,Adult,White,7,weekday,0,0,0,0,0,0,0,0,0,0
1564,UK,50-54,Adult,White,6,weekend,3,0,0,0,0,0,0,0,2,1
1565,UK,45-49,Adult,White,3,weekday,0,0,0,0,0,0,0,0,0,0
1566,UK,40-44,Adult,White,2,weekend,7,0,1,1,0,0,0,2,1,2
1567,UK,40-44,Adult,White,6,weekday,3,0,0,0,0,0,0,0,1,2
1568,UK,30-34,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1569,UK,25-29,Adult,Black,2,weekday,35,0,0,0,0,0,0,0,15,20
1570,UK,30-34,Adult,Black,3,weekday,0,0,0,0,0,0,0,0,0,0
1571,UK,35-39,Adult,White,1,weekday,0,0,0,0,0,0,0,0,0,0
1573,UK,45-49,Adult,White,3,weekday,1,0,0,0,0,0,0,0,1,0
1574,UK,45-49,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1575,UK,35-39,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1576,UK,45-49,Adult,White,1,weekday,0,0,0,0,0,0,0,0,0,0
1577,UK,25-29,Adult,Asian,3,weekday,0,0,0,0,0,0,0,0,0,0
1578,UK,55-59,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1579,UK,35-39,Adult,White,7,weekend,3,0,0,0,0,0,0,2,1,0
1580,UK,60-64,Adult,White,3,weekday,2,0,0,0,0,0,0,0,2,0
1581,UK,15-19,Adult,White,7,weekday,0,0,0,0,0,0,0,0,0,0
1582,UK,20-24,Adult,Black,3,weekday,7,0,0,0,0,2,0,2,3,0
1584,UK,35-39,Adult,White,3,weekday,4,0,0,0,0,0,0,0,3,1
1585,UK,35-39,Adult,White,3,weekend,16,0,0,0,0,0,0,3,10,3
1586,UK,40-44,Adult,Asian,Unknown,weekday,0,0,0,0,0,0,0,0,0,0
1587,UK,65-69,Adult,White,5,weekend,1,0,0,0,0,0,0,1,0,0
1588,UK,40-44,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1589,UK,25-29,Adult,White,Unknown,weekday,1,0,0,0,0,0,0,0,1,0
1590,UK,20-24,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1591,UK,55-59,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1592,UK,40-44,Adult,White,2,weekend,0,0,0,0,0,0,0,0,0,0
1593,UK,30-34,Adult,White,4,weekend,10,0,0,0,0,0,0,0,4,6
1595,UK,25-29,Adult,Asian,6,weekend,0,0,0,0,0,0,0,0,0,0
1596,UK,55-59,Adult,White,3,weekday,0,0,0,0,0,0,0,0,0,0
1597,UK,25-29,Adult,White,3,weekend,0,0,0,0,0,0,0,0,0,0
1598,UK,25-29,Adult,White,3,weekend,0,0,0,0,0,0,0,0,0,0
1599,UK,35-39,Adult,White,2,weekday,0,0,0,0,0,0,0,0,0,0
1600,UK,35-39,Adult,White,3,weekday,1,0,0,0,0,0,0,0,1,0
1601,UK,65-69,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1602,UK,55-59,Adult,White,2,weekday,23,0,0,0,0,0,0,3,5,15
1603,UK,40-44,Adult,White,4,weekend,3,0,0,0,0,0,0,1,1,1
1604,UK,15-19,Adult,White,3,weekend,5,0,0,0,0,0,0,3,1,1
1606,UK,65-69,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1607,UK,35-39,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1608,UK,50-54,Adult,White,1,weekend,0,0,0,0,0,0,0,0,0,0
1609,UK,15-19,Adult,Asian,Student,weekend,0,0,0,0,0,0,0,0,0,0
1610,UK,65-69,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1611,UK,20-24,Adult,White,4,weekday,0,0,0,0,0,0,0,0,0,0
1612,UK,50-54,Adult,White,1,weekday,31,0,0,0,0,0,0,1,20,10
1613,UK,35-39,Adult,White,1,weekday,0,0,0,0,0,0,0,0,0,0
1614,UK,25-29,Adult,Asian,7,weekday,0,0,0,0,0,0,0,0,0,0
1615,UK,40-44,Adult,White,5,weekday,0,0,0,0,0,0,0,0,0,0
1617,UK,35-39,Adult,Black,3,weekday,0,0,0,0,0,0,0,0,0,0
1618,UK,25-29,Adult,White,3,weekday,0,0,0,0,0,0,0,0,0,0
1619,UK,40-44,Adult,White,1,weekend,0,0,0,0,0,0,0,0,0,0
1620,UK,35-39,Adult,Asian,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1621,UK,40-44,Adult,White,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1622,UK,65-69,Adult,White,Retired,weekday,0,0,0,0,0,0,0,0,0,0
1623,UK,30-34,Adult,White,1,weekday,0,0,0,0,0,0,0,0,0,0
1624,UK,65-69,Adult,Asian,Retired,weekday,2,0,0,0,0,0,0,0,2,0
1625,UK,75+,Adult,White,Retired,weekday,4,0,0,0,0,0,0,0,4,0
1626,UK,55-59,Adult,White,Retired,weekend,0,0,0,0,0,0,0,0,0,0
1628,UK,20-24,Adult,White,2,weekday,1,0,0,0,0,0,0,0,1,0
1629,UK,60-64,Adult,White,6,weekend,0,0,0,0,0,0,0,0,0,0
1630,UK,15-19,Adult,White,Student,weekday,0,0,0,0,0,0,0,0,0,0
1631,UK,35-39,Adult,Asian,Unemployed,weekday,0,0,0,0,0,0,0,0,0,0
1632,UK,45-49,Adult,White,2,weekend,0,0,0,0,0,0,0,0,0,0
